_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,no,review,review_en
2905523966,FALSE,finalized,3,12/23/2020 9:38:55,helpful,0.6702,40549,اللغة الجملية تغفر لاثير النشمي اشياء كثيييره،،,"Fine language forgive raised Nashmi things Ktheiarh ,,"
2905523967,FALSE,finalized,3,12/23/2020 9:39:18,helpful,0.6702,23953,أرقتني هذه الرواية كثيرا. لكنها أحسنت إلى بأكثر مما أرقتني. طمأنتني إلى أن الشك هو باب الإنسان الأول وربما ظل ملاذه حتى نهايات العمر. لا فرق بين سنوات مضت وسنواتنا القائمة. لا فرق بين مسلم ومسيحي ويهودي ووثني. كما لا فرق بين رجل .. وامرأة. رواية غلفتها صلابة اللغة وقوة اللفظ والمعنى. أذكر انني لم أجد فيها خطأً لغويا واحدا .. حتى ما احترت فيه رجحت بالضرورة أنها حيرة عائدة لشيء لا اعلمه. لم يكن من اليسير البدء في قراءتها.. ثم أصبح من العسير على قلبي انهاؤها. كما لم يكن من اليسير المسير مع صفحاتها. لكنها .. تركتني .. كما بدأتها .. في الحيرة الباقية,Orguetna this novel very much. But well it has done to more than Orguetna. Reassured me that doubt is the first and perhaps the door under human sanctuary until the ends of the age. No difference between years ago and our years list. There is no difference between a Muslim and a Christian and a Jew and Otna. As there is no difference between a man and a woman ... Novel Gfattha hardness and strength of the language pronunciation and meaning. I remember the wrong language and I did not find one .. until I looked it necessarily suggested that it puzzled returning to something that does not teach him. It was not easy to start reading it .. and then it became difficult for my heart terminated. As it was not easy to march with their pages. But let me .. .. .. As initiated by the uncertainty remaining
2905523968,FALSE,finalized,3,12/23/2020 9:39:18,helpful,0.6702,46640,كان هذا الكتاب في مكتبتي لمدة سنتين أو ثلاثه ولا أعلم لماذا قرأته الآن فقط!. كتاب لطيف ولغته وسهله وأفكاره جميله وأحببت كيف ربط الكاتب أمور كثيره بثقافة ستاربكس ولوحات بيكاسو. ولكن اعتقد أنه لا يستحق الضجة الإعلامية التي اثيرت حوله,"This was a book in my library for two or three I do not know why I read it just now !. A nice book, language, easy and beautiful ideas and I liked how to link the writer many things Starbucks culture and Picasso's paintings. But I think it's not worth the media furor around him"
2905523969,FALSE,finalized,3,12/23/2020 9:39:18,helpful,0.6702,22369,من اجمل ما قرأت,one of the best I have ever read
2905523970,FALSE,finalized,3,12/23/2020 9:39:18,helpful,0.6702,48137,رواية راااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااائعة قرأتها مرتين,I've read the novel twice Raaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaiah
2905523973,FALSE,finalized,3,12/23/2020 9:39:36,helpful,1,9953,رغم بعض تحفاظتى طبعا ع كثير مش هقول بعض من الالفاظ. ولكن الرواية رائعة عجبتنى جدا. من ناحية الموضوع : فالفكرة جديدة وغير مهضومة كباقى قصص الرعب او الخيال عامة وتحمل اكثر من نوع فى بعض يعنى متنوعة. يعنى تجد فيها التحليل النفسى ومايشمله من نظرة البطل تقريبا لكل الناس اللى بيقابلهم وتحليله لتفكيرهم وتصرفاتهم وبناءا عليه بيتصرف حيالهم. ونجد الفكرة البوليسية بحيث انها جريمة ونبحث على الادلة التى تثبت او تنفى التهمة عن المتهم ومايحدث من احداث ومواقف تجعلك متردد مرة تكاد تقسم ان شريف القاتل وتارة تؤمن ببرائته. ثم وبدون سابق انذار تتحول الرواية الى نوع الخيالى العفاريتى الجنى :D. ولن اتحدث عن التنوع المجتمعى حيث وصف وبكل دقة ماقد يدور فى حياة رجل اقبل على الادمان سواء كحول او مخدرات. من حيث الاسلوب :. فالاسلوب كان رائع جدا التنوع مابين اللغة العربية الفصحة والعامية اثناء الحوار يضمن جذب انتباه القارئ طول الوقت ويجبره ع التركيز. وصفه الدقيق للاشياء كان ايضا رائعا حتى اكاد اقسم اننى تخيلت شكل الشخصيات وكأننى كنت اشاهد فيلما ليس اقرأ راوية ..اعتقد اننى لم اصل مع اى رواية لهذا الحد غير سلسلة هارى بوتر حيث دقة وصف الاحداث كأنك تراها فعلا. وجعلنى اعتقد اننى رأيت ذلك القميص .. قميص المأمون سابقا فى خبر فى جريدة ما او على الانترنت سابقا واكاد اميز شكله ولونه وتلك الكتابات التى عليه حتى قدمه. وجعلنى انظر خلفى مرارا للتأكد من عدم وجود كلب اسود يزمجر غضبا خلفى لعابة يسقط على الارض. وجعلنى اتخيل كيف هى مايا بصورتها الخليعة ولبنى بجمالها وحزنها وكيف تتلخص الرخامة والسماجة فى شخص ذو كرش متدلى كسامح. اما من حيث الكلمات :. فكانت بسيطة سواء كانت عامية او فصحى تصل لاى عقل طالما يستطيع القراءة. توصف الحال بدقة وتوصف الاشخاص بطريقة ادق. اجاد اختيار الكلمات حيث وقت غضبه تشعر بالغضب ووقت ملله تشعر بالملل ووقت رخامة سامح تشعر انك لا تطيق هذا الشخص وتتمنى ان توجه له لكمة كما فعل يحيى اخيرا. وايضا كانت تحمل بعض الفكاهة فتجد نفسك تبستم تلقائيا من سخرية يحيى من احدهم. من حيث النهاية:. نهاية مفتوحة لخيالك شلتنى :D,"Despite some Thvazty of course, many p mesh Ha'oul some of the wordy. But fascinating novel is very liked so. On the one hand Thread: The idea of ​​new and non-digestible horror stories like the rest or public imagination and carry more than one type in some variety of means. Which means you find psychological analysis and Meshmlh almost look the hero for all people who Bakablhm and analysis of their thinking and their behavior based upon Batsrv towards them. We find the idea of ​​police so that it is a crime and look at the evidence or denies the charge against the accused and what is happening from the events and attitudes make you hesitant almost once divided the Sheriff killer and sometimes believes in his innocence. Then without warning the novel turns into fantasy type Alavarrety Jana: D. I will not talk about societal diversity as described and all what might accuracy going on in the life of a man to accept addiction, whether alcohol or drugs. In terms of style. The style was very cool diversity between Arabic language and vernacular Alvsahh during dialogue ensures that attract the reader's attention the length of time and force him to focus p. The exact recipe of things was also fantastic so I can almost swear I imagined the form of characters, and if I were watching a movie not read the narrator I did .. I think out with any novel to this point is a series of Harry Potter where accurate description of events like you actually see. And made me think I saw this shirt .. shirt safe earlier in the news in a newspaper or online previously Akad shape and color of Ames and those writings on it until his foot. And repeatedly made me see behind me to make sure that there is no black dog roars in anger behind me drool fall to the ground. And made me imagine how Maya is its image Obscene and built her beauty and her grief and how it summed up the marble and Alsmajh in a person with a paunch overhung Ksameh. Either in terms of words. It was simple, whether slang or paschal up any mind as long as can read. Accurately described the case and described the most accurate way of people. Shred the choice of words, where the time of anger you feel angry and bored time Mellh time you feel Sameh marble can not tolerate this person and wishes to send him a punch as Yahya did finally. And also carrying some humor you will find yourself Tbstm automatically ridicule Yahya from one of them. In terms of the end :. Open end of imagination Hltny: D"
2905523974,FALSE,finalized,3,12/23/2020 9:39:36,helpful,1,26700,"سمعت كثيرا عن هذه القصة حتي تحمست لها. ادهشتني معرفة عن وجود اليهود في تونس وعن معبدهم !. الكتاب يحكي عن اسلام فتاة يهودية وعن رحلتها , لقد عانت فعلا مقاطعة الاهل ليس بالشئ الهيّن. اكثر ما المني في هذه القصة ريما لا اريد ان احرق الاحداث لمن لم يقرأ الرواية لكن غربتها غربة اهل ودين وموطن. قررت بعد الانتهاء من هذه الرواية قراءة كتاب روجيه دارودي ""جولتي وحيدا قي القرن "" -جارودي هو الطبيب الفرنسي الذي اسلم بسبب مومياء فرعون لمن لم يسمع يه! - يحكي الكتاب عن قصة تجواله بين الاديان واستقراره في النهاية علي الاسلام رغم ان ندي - البطلة- قرأته محاولة استخراج بعض اخطاءه الا انه انه ساهم في اسلامها","I heard a lot about this story is so enthusiastic about her. It surprised me to know about the presence of Jews in Tunisia and their temple!. The book tells about Islam Jewish girl and her journey, they have actually suffered boycott parents not Balhi easy. What more semen in this story Reema do not want to sear the events for those who did not read the novel but the people of alienation weird, religion and homeland. I decided after the completion of this novel read a book Roger Daroda ""two rounds of a single valuable century"" -quda is the French doctor who gave up because of the mummy of Pharaoh, who had never heard Yeh! - The book tells the story of his wandering between religions and stability in the end, Ali Islam, although clammy - I read Batlh- try to extract some of his mistakes but he contributed to her conversion to Islam"
2905523975,FALSE,finalized,3,12/23/2020 9:39:36,helpful,0.6702,47083,كتاب رائع وأسلوب الكاتب اعجبني جدا,A wonderful book style writer liked very
2905523976,FALSE,finalized,3,12/23/2020 9:39:36,somewhat_helpful,0.6702,46958,كلام حلو في قلب كلام كتير :),Sweet talk in the heart of the word very much :)
2905523977,FALSE,finalized,3,12/23/2020 9:39:59,helpful,0.6702,6888,قصه كويسه بس نهاية غريبه يعنى زوجة المأمون ادته جرعة فيل ازرق ثابته بدل ماكان بياخدها بمزاجه يبقى كده هياخد نفس مسار حياة شريف ولبنى هتاخد مصير بسمه وكده نهاية مش حلوة,"Story Cuesh means the end of the Bs strange wife safe birth dose Phil McCann instead of Blue fixed Beachdha star, remains like that Heachd the same path of life and Sharif built Htakhadd the fate of Basma and like that the end of the mesh sweet"
2905523978,FALSE,finalized,3,12/23/2020 9:39:59,helpful,0.6702,63045,رجال في الشمس..رجال في قيظ الشمس الحار. في لهيبها الذي يلفح الجباه.. رجال شقوا طريق السفر.. وكان طريق موتهم.. الموت بأبشع الطرق .. بالإختناق!. يالهذا العالم السقيم الذي يدفع الانسان أن يرمي بتفسه في أحضان الصحراء من شدة اليأس.. تدفعه الى أن يهرول أو يجري أو يزحف خلف ذلك الوهج الذي يسمى الهجرة والمال.. قصه من شباب فلسطين ضاقت بهم الارض بما رحبت.. طهقوا من المخيمات والجوع والفقر ومن الحروب والغارات والتشرد .. فضربوا في الارض سفرا الى الكويت.. ولكن القدر باغتهم وكان أسرع منهم .. تعتبر من أوائل تجاربي مع غسان كنفاني.. له مخيلة قويه.. يسهب في التفاصيل.. كانت قصيره فأنتهت بسرعه.. تعتبر هذه الروايه مجرد صرخه سطرت في ورق.. ويبقى السؤال لماذا لم يطرقوا باب الخزان ! لماذا؟. لعل الموت إختناقا هو أقل قوة وإندفاعا.. لعله سكنهم ونومهم حتى إستكانوا وهدئوا ووهبوا نفسهم له.. كحلم جميل!. لعله الخلاص في هذا الوقت بالتحديد!,"Men in Achamms..rjal in the heat of the hot sun. In the flames that will hit their foreheads .. men made their way to travel .. The road death .. death in the most horrendous ways .. suffocated !. Ayalama morbid world that drives man to throw Ptvsh into the arms of the desert of the intensity of despair .. pay that jogs or being or creeping behind that glare that is called migration and money .. Story of the Palestine Youth narrowed their ground including welcomed .. Thqgua from the camps, hunger and poverty the wars, raids and displacement .. they struck the earth traveling to Kuwait .. but much surprize was the fastest of them .. is considered one of the first experiences with Ghassan Kanafani .. his strong imagination .. Amplifies in detail .. was short .. quickly came to an end is considered this novel just written down on paper Cry .. the question remains why did not knock on the door of the tank! Why?. Perhaps the suffocation death is less powerful and aggressive .. Perhaps they live and sleep until Acetkanwa and Hdioa and Ohbwa themselves to him .. beautiful dream !. Perhaps salvation in this particular time!"
2905523979,FALSE,finalized,3,12/23/2020 9:39:59,helpful,0.6702,783,قصة شبه عادية ........عنوان ممتاز..بعض المقولات الجميلة .لا أكثر,Semi-ordinary story ........ title Mmtaz..bed beautiful statements No. More
2905523980,FALSE,finalized,3,12/23/2020 9:39:59,helpful,0.6702,52937,احببت فيها طريقة الكاتب في جعلي اشعر مع كل فرد في الفصة كانني هو ، ومزيج الاحداث جدا لطيف ... بغض النظر عن بعض التجاوزات الا انها رااائعة,"I liked the way the writer in making me feel with everyone in Alfalfa is like I, and the combination of events is very nice ... regardless of some excesses, but it Raaaiah"
2905523981,FALSE,finalized,3,12/23/2020 9:40:16,helpful,0.6702,9372,الرواية ليها عندى 2 ريفيو الحقيقة. الريفيو الأول انها تحفة ..جميلة جدا ..خمس نجوم...مشوقة و بتخليك عاوز تخلصها و تعرف ايه هيحصل بعد كده ...رغم انى كنت مشغولة أوى الا انى مقدرتش اسيبها فترة طويلة ..كان لازم أخلصها. الرواية واضح فيها جهد الكاتب انه درس شوية علم نفس عشان يعرف يطلع شخصيات و أحداث بالطريقة دى...الحبكة عجبتنى ...خالفت كل توقعاتى تقريبا كل اللى توقعته فيها محصلش ماعدا فى آخر جزء بس ...استغربت شوية استخدامه لفكرة الجان و المس و السحر ...بس عجبنى خلط الكلام ده بعلم النفس. تصويره للأحلام أو للبرزخ أيا كان...كان رائع ..خيال جامح و وصف لأدق التفاصيل ..حقيقى ربط الأحداث ببعضها و طريقة العرض فيها ابداع ..كنت ببقى مستنية القرص اللى جاى عشان أعرف أما هياخده هيحصل ايه :) ..... عجبنى عرضه النفسى و التحليلى للمواقف حتى مع الشخصية الأساسية للقصة ..أفتكر دى ممكن تكون أول راوية عربية تتطرق للغة الجسد و التحليل النفسى و الجو السايكو ده :). تانى ريفيو...نجمة واحدة. حياة يحيى مقززة و منفرة بمعنى الكلمة ..كمية الخمر و المخدرات فى حياته مقززة بحق. الرواية مليانة ايحاءات جنسية و ألفاظ خارجة بطريقة زيادة عن اللزوم. استغربت جدا أريحية الكاتب فى عرض الطريقة اللى بياخد بيها يحيى كل مخدر و كأنه بيقول اللى مش عارف إزاى يعرف أهو. استخدامه للآيات القراآنية فى نص الكلام كل شوية كان مش راكب على الشخصية و مناقض ليها. نهاية القصة فيها حاجة عجيبة جدا ...انه انتصر برموز و طلاسم و ليس بكلام الله. الرواية فى مجملها جيدة ..لكنها ليست من الروايات التى قد اقتنيها و احتفظ بها فى مكتبتى و لا اعتقد ان بمرور الزمن سيتذكرها أحد,"Novel guardian I have 2 Review the truth. It Alrivuo the first masterpiece very ..jamilh ..khms star ... interesting and Ptkhalik Aaoz and know their exit Hihsal Er after that ... even though I was busy, but I harbored Mekdrc Asebha long ..kan needed Okhalsa. The novel is clear where the writer effort that he studied a little psychology known as Ashan seen characters and events of the way de ... plot ... bucked almost liked so all my expectations Elly all I expected except where Mahsalh in another part ... Bs was amazed a little used to the idea of ​​elves and touch and magic ... Bs mixing speak like the idea de psychology. Photographed dreams or Isthmus whatever ... it was awesome ..khial and a description of the untamed smallest details ..hakiqy events linked to each other and view the creativity ..kint Bbaky Mstnah disc Elly Jay Ashan know the Heachdh Hihsal Er .... :) . psychological and currently I like the idea of ​​the positions even analytical with the basic personal story ..ovtaker de possible to be the first Arab narrator addresses the body language and psychological analysis and the atmosphere Alsaiko de :). Tani Review ... One star. Yahya's life in the sense revolting and repulsive ..kamih word of alcohol and drugs in his life were revolting against. The novel Miliana sexual overtones and beyond words in a way necessary for an increase. Amazed at the generosity of the writer show the way Elly Beachd omitted Yahya all anesthetic and like Bicol Elly do not know how to get the known Oahu. Use verses Alaqraanah in the text of each speech was a little mesh passengers on personal and contrary to the guardian. The story in which the end of the need for a very strange ... he won the symbols and talismans and not the word of God. The novel in its entirety is not good ..lknha novels that have kept and Buy it in my library, and I do not think that over time will remember one"
2905523982,FALSE,finalized,3,12/23/2020 9:40:16,helpful,1,25402,رواية فلسفية تاريخية روحية شاعرية ..... أنهيتها ولا تزال جملها ترن بأذني الكتابة تثير في القلب كوامن العواصف ومكامن الذكريات، وتهيج علينا فظائع الوقائع. لا يوجد شئ يسمى بدايه ونهايه فكل شئ ينتهى ثم يعود الى حيث بدأ. من أحمل الروايات التي قرأتهااحببتها ولم انفك عنها حتى انهيتها. فهي تصور مرحلة مهمة من مراحل الديان المسيحية والمشاكل الجوهرية في هذه الديان سواء من ماهية المسيح وصدق الديانة التي يتبعونها. والاختلاف الواضح لدى القساوسة والرهبان بين الاسكندرية والقسطنطينة. وتبيان والجدل والعداء بين الوثنيين والمسيحيين. احببت الرواية وعشقتها كما عشق هيبا اوكتافيا وهيباتيا ومرتا,"Historical novel philosophical spiritual poetic ..... Onhiha and Jmlha still ringing in my ear writing raises heart storms and reservoirs and self-contained memories, and irritation of the horrors of the facts we have. There is nothing called the beginning and end of everything is ending and then back to where he began. I bring from novels that Qrothaahbptha did not unscrew them until Anhiha. It is an important conception of the stages of the Christian fundamental problems Aldean stage in this Aldean both what Christ and the sincerity of religion to which they belong. The difference is clear with the priests and monks between Alexandria and Constantinople. The show controversy and hostility between Christians and pagans. I liked the novel and love Ahqtha as HEPA Octavia and Hypatia and Martha"
2905523983,FALSE,finalized,3,12/23/2020 9:40:16,helpful,0.6702,29138,رواية رائعة وكاتب موهوب جدا,Wonderful novel and very talented writer
2905523984,FALSE,finalized,3,12/23/2020 9:40:16,helpful,0.6702,46594,كتاب يضم احدى وثلاثون مقالة عبارة عن خواطر و تأملات للمؤلف. بالنسبه لي الكتاب مقبول و لا اعلم لما كل هذه الضجة التي ثارت حوله فهو في نظري يعرض افكار عاديه قد عرضت سلفا .... اعجبني اختيار مقال (بيكاسو و ستار بوكس) ليكون عنوانا للكتاب لأنه يتناسب مع فكرة الكتاب و نوعية الكتب التي ينتمي اليها(الافكار و الخواطر الشبابيه الغير مترابطة والمجمعه على شكل مقال و التي تستطيع ان تجدها في العديد من المدونات علي الانترنت)...فتارة يحدثك عن مستخدمي البلاك بيري و رأيه فيهم و تارة يحدثك عن الحب و الايمان و تارة اخري يحدثك عن من يصفهم بالنمطيون و من يخافون من الابداع...الخ. من اكثر المقالات التي اعجبتني :ماذا لو اختفت الدائره. ايضا اعجبني انه نظر في مقاله (الفيسبوكيون)بنظرة فيها نوع من التفاؤل و الاشراق الشديدين و ان كنت اختلف معه في الاثر النفسي الذي سينجم عنه مستقبلا علي علاقات التراحم بين افراد المجتمع. علي اي حال حتي لا ابخس الكتاب حقه...فالكتاب مناسب جدا لفئة الشباب الصغير و كذا القراءالجدد,"A book Thirty-one article is thoughts and reflections of the author. For me the book is acceptable and I do not know what all the fuss that arose around it, in my view displays Basic ideas already offered .... I liked the selection of an article (Picasso and Star Box) to be the title of the book because it fits with the idea of ​​the book and the quality of the books that belonged to (ideas and thoughts of others are interdependent and youthful bundled in the form of an article, which you can find in many blogs on the internet) ... sometimes tell you about BlackBerry users and opinion in them and sometimes tell you about love and faith, and at other times tell you about who he describes Balnmtion and from the fear of creativity ... etc. From more articles that I liked: What if the disappeared circle. I also liked the look in his article (Alvesbuqueon) look the kind of optimism and radiance of extreme and that I disagreed with him in the psychological impact, which will result in the future on the compassion among members of the community relations. In any case do not even Abouks the book right ... The book is very suitable for the small group of young people and as well as Alaqraoualjadded"
2905523985,FALSE,finalized,3,12/23/2020 9:40:34,helpful,0.6702,19429,رواية جميله...اعجبني اسلوب الكاتبه بالرواية.... كان عندي امل انها تتزوج عزيز او زياد لكن للاسف...,"Beautiful novel ... I liked the style of the novel writer .... I hope she was married or Ziad Aziz, but unfortunately ..."
2905523986,FALSE,finalized,3,12/23/2020 9:40:34,helpful,0.6702,48586,جميلة الرواية احداثها طويلة. نجمة للكاتبة ونجمة لوليد ورغد,Pretty long novel its events. Star writer and star Walid and Raghad
2905523987,FALSE,finalized,3,12/23/2020 9:40:34,helpful,1,12527,"مبدئياً أنحاز وبشدة إلى هذه الكاتبة المحترمة التى أثبتت انها موهبة قادرة على إقتحام حصون الكتاب الكبار بكتابات تستحق الإهتمام , وأن أفخر بأننى من بنات جنسها. حينما إقتربت من تاريخ فلسطين منذ ان كانت تحت الحكم العثمانى وحتى ضياعها عام 48 كنت مع كل سطر أقرأه من خيانة العرب لبعضهم , وتقاعسهم عن نصرة دينهم وأبناء عروبتهم أردد على نفسى لقد ماتت نخوة العرب منذ ضياع فلسطين , ولكنى بعد هذه الرواية أيقنت ان نخوة العرب ماتت منذ قرون ولعلها أصبحت عادتهم. لا اتخيل كم المعاناة التى عانى منها أهل الأندلس التى تجبرهم على تغيير أسمائهم ودينهم ويعيشون غرباء فى بلادهم , بينما أهل مصر والمغرب وغيرهم من العرب لايلقون لهم باللاً !!!. اما عن الرواية ذاتها : فلا أجد كلمات تصف هذه السطور الخرافية التى تصطحبك لأماكن وعوالم لم تكن لتقترب منها لولاها , الشخصيات متعددة ومتنوعة ولكل منها دور مرسوم بحنكة لم أعهدها فى الكاتبات الإناث اللاتى إعتدن ترديد عبارات الظلم والمسكنة والمطالبة بالمساواةبالرجل. من أقرب الشخصيات لقلبى , شخصية سليمة , شعرت انها تقرأ روحى وتحمل الكثير منى وأحمل الكثير منها. لم أحب علىّ على الإطلاق , رأيته مذبذباً مابين كوثر ونجاة ووردة وغيرهن , ماكل هذه المشاعر المتناقضة وماهذه السرعة فى الحب والنسيان ( بيحب على نفسه (. فى مجملها أعجبتنى كثيراً واتمنى أن أقرأ مثلها الكثير :)","Initially strongly to align myself with this respectable writer's talent, which has proved to be able to break into the defenses of the adult book deserves attention to the writings, and I am proud of the daughters of her sex. When I approached the history of Palestine since it was under the Ottoman rule and even loss of 48 I was with every line I read from the Arabs betray each other, and their failure to support the religion and the sons of Arabism echo myself Nkhup Arabs have died since the loss of Palestine, but I after this novel I realized that Nkhup Arabs It died centuries ago and perhaps become a habit. Do not imagine how much suffering by the people of Andalusia suffered by forcing them to change their names and religion and strangers living in their country, while the people of Egypt, Morocco and other Arabs to Aalqon them Balla !!!. As for the novel itself: I do not find words to describe these superstitious lines that Tstahbk places and worlds were not to close them without them, multiple and diverse personalities and each decree the role of tact did not Oahdha in female writers females who used repeating the words of injustice and pain-killing and claim Palmsawahbalrgel. From the earliest characters to my heart, sound character, I felt she read my soul and carry a lot from me and I bring a lot of them. I did not like to at all, I saw Mzbzba between Kausar and survival of the Lord and others, Muckle these contradictory emotions and Mahzh speed in love and forgetfulness (Beyheb himself (. In its entirety I liked very much and I hope to read like a lot :)"
2905523988,FALSE,finalized,3,12/23/2020 9:40:34,helpful,0.6702,56432,للكاتبة اسلوب راقي جدا مبسط مليء بالرومانسيه بكل جوانبها الحزن والغموض سمات اساسيه في روايتها احببتها واحببت طريقتها للكتابة,Writer style very sophisticated simplified full of romanticism in all aspects of grief and uncertainty essential features in the novel I loved her and I love her way of writing
2905523989,FALSE,finalized,3,12/23/2020 9:40:57,helpful,0.6702,61630,في معلومات كويسة جدا والرواية جميلة ... بس كعادة علاء الاسواني لازم يتحفنا بفصول +18,Information in the very Cuesh novel ... a beautiful habit Bs Alaa Aswani needed +18 Athva classes
2905523990,FALSE,finalized,3,12/23/2020 9:40:57,helpful,0.6702,62109,"بنسبة ليست بالقليلة ""نادي السيارات"" اخر ما سأقرأ من روايات لعلاء الاسواني , لم يضف اي جديد إطلاقا , رواية ادبيا منعدمة ً , مفلسة انسانيا ً , منحطة اخلاقيا ً .. اصراره على استخدام الوصف المتجاوز كمحور روائي اساسي ان لم يكن العمود القائم عليه هذا العمل يدفعك لتمزيق صفاحتها بلا ادنى تردد من الغيظ , حتى حين تصل الى النهاية لا تغفر لها سطورها الأخيرة الجاده ادنى ذنب سابق .. مجملا ً الرواية عبارة عن مجموعة من المعلومات التاريخية السطحية جدا المعروفة ""بلا ادنى مبالغة"" لمثقفي المرحلة الاعدادية , بالاضافة لكثير الكثير من الوصف الجنسي المبتذل الغير مبرر .... نادي السيارات كتبت اخر سطور استقالتي من أدب علاء الاسواني .","By not inconsiderable ""Automobile Club"" The last thing I will read from the novels of Alaa Aswani, has not added any new at all, a novel literary non-existent, humanly bankrupt, morally debased .. his determination to use the description as a hub transgressor key feature that was not based upon this column work pushes you to tear Cefahtha without the slightest hesitation of anger, even when they reach the end, do not forgive her the last Storha Avenue slightest sin previously .. an outline of the novel is a collection of historical information very surface known as ""without the slightest exaggeration,"" the intellectuals of middle school, in addition to many lots Description of sexual cliché, unjustified .... automobile Club wrote the last lines of my resignation from the literature Alaa Aswani."
2905523991,FALSE,finalized,3,12/23/2020 9:40:57,helpful,0.6702,31872,قد ايه شخصية ( طه ) اتحولت كده ... عجبنى جدااا انه فى الاخر مشى وراء هوايته ... سارة ... شوية مجنونة بس مناسبة جدااا ل طه :). حسين الزهار قوى جدااا بالرغم من جنونه بس حببنى فى التاريخ ... معجبنيش الالفاظ الخارجة الكتير فى الراوية .. ما أضافتش كتير يعنى و ممكن تقل جداا. بس الرواية فى المجمل عجبتنى و عشت فيها,"Personal (Taha) has Atholt Er like that ... I like the idea that he Jaddaaa in the other walked behind his hobby ... Sarah ... a little crazy Bs suitable for Jaddaaa Taha :). Hussein al-Zahar, the forces of Jaddaaa despite the craziness in history Habbny Bs ... Mjbnah wordy post in ordination .. What is the narrator Odavch Kteer means possible and less Jaddaa. Bs novel Overall I lived and liked so"
2905523992,FALSE,finalized,3,12/23/2020 9:40:57,helpful,0.6702,15281,لقد اعجبتنى كثيرا و لكن كنت اتمنى ان تكون نهايه سعيده و لكنها نهايه واقعيه :),"I liked very much, but I was hoping to be a happy ending and an end but realistic :)"
2905523993,FALSE,finalized,3,12/23/2020 9:41:19,helpful,0.6702,53464,الانسان ما هو الا قضية ؟!. ما هو الوطن ؟ ما هو الوطن يا صفية ؟. أتعرفين ما هو الوطن يا صفية؟. هو الا يحدث ذلك كله !. لقد اخطأنا حين اعتبرنا ان الوطن هو االماضي فقط، اما خالد فالوطن عنده هو المستقبل. وهكذا كان الافتراق.. فمن رضوى عاشور لغسان كنفاني اشعر بانتماء لفسطين كما لو اني عشت هذه الايام ومازلت اعيشها، كما لو انها موطني الآخر,"What man is not the case?!. What is home? What is my home descriptive?. Do you know what is home, my classroom? But is it all happen!. We have sinned when we consider that the homeland is Aalmadi only, either Khaled homeland him is the future. Thus, the separation .. It Radwa Ashour Ghassan Kanafani, I feel the affiliation Vstin as if I have lived these days and still I live, as if it's my home the other"
2905523994,FALSE,finalized,3,12/23/2020 9:41:19,helpful,0.6702,53252,عندما رأيت الكتاب في شارع المتنبي لأول مرة لم اشتره تصورته شيئا فلسفيا لكن صديقة لي لها ذائقة ادبية رائعة قرأته وقالت لي اما ان تحبي الكتاب كثيرا او لاتحبينه ابدا... عندما بدأت اقرأه سحرتني الكلمات الهادئة والاسئلة الي حولنا دائما ولم اجد نفسي الا وانا في نصف الرواية... الرواية تتكلم عن شمس صديق الرومي رفيق دربه في مواجهة تفكير الناس المنغلق وبالطبع تكثر المشاكل عندما يترك العالم جلال الدين الرومي مدرسته وخطبته يوم الجمعة ويترك كل شي لأجل الحديث مع شمس.. ايلا شخصية حقيقة نراها كثيرا في حياتنا تعيش حياة روتينية يملؤها التضحية فجميل انها تجد ماتريد... احببت رسالة عزيز لأيلا بمناسبة عيدها الاربعون وانوي ان ارسلها الى شخص احبه في السنة المقبلة فالرسالة كلها امل وقوة وتبعد شبح النظرية السوداوية لعمر الاربعين..,"When I saw the book on Mutanabi Street for the first time did not buy it imagined something philosophically but my girlfriend has a taste of literary great read and told me either to love so much the book or Athpinh never ... when I started to read it fascinated me quiet words and questions to around us always did not find myself, but I am in half of the novel ... the novel speaks of the sun friend Rumi his colleague in the face of people think about the closed and of course abound problems when the world leaves Jalaluddin Rumi his school and his speech on Friday and leaves everything in order to talk with the sun .. ella personal reality we see so much in our lives a routine life filled the sacrifice Vjamil they find Matrade ... I love the message to Aziz on the occasion Ayla anniversary session and I intend to send to someone like him in the coming year, the message is all hope and strength and away the ghost of melancholy theory of the age of forty .."
2905523995,FALSE,finalized,3,12/23/2020 9:41:19,helpful,0.6702,10545,"يمكنني أن اصف ان هذه الرواية جميلة ورصينة الأحداث أو أنها لعبت جيدا بأحداث التاريخ ولكن أفضل أن أصفها بأنها (أحزنتني بدرجة كبيرة ""ووضعت ذالك الثقب الأسود في قلبي للأيام وأنا إقراءها"" بسبب كل ذالك الترابط الوجداني والتاريخي مع فترة كان للمسلمين فيها حضارة حية حسدها فيها الجميع وكيف تحولت بين يوم وضحاها إلي إطلال ميتة)","I can describe this novel beautiful and sober events or they played well the events of history, but better to call it (made me sad too much ""and put the piece black hole in my heart for days and I Aqraha"" because of all the spectrum of emotional and historical with the bonding was for Muslims where a living civilization Hsdha where and how everyone turned between the day and overnight to dead views)"
