_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,helpfulness_gold,no,review,rating,ratings_combined
2905524244,False,finalized,3,12/25/2020 12:59:06,helpful,0.6633,,48762,عجبتنى الرواية هى تعتبر أول حاجة أقرأها أكتر من 600 صفحة مش هنكر أنى حسيت بملل بسيط فى ا?خر خالص و معجبتنيش الطريقة اللى وليد عرف بيها أن رغد بتحبه كنت متوقعة حاجة أكبر من كدة،بس عامة هى رواية لذيذة و لغة الكاتبة بتخليك تقرأها بشغف و التفاصيل اللى فيها كانت دقيقة أوى. رواية ممتعة..,4.0,pos_rating
2905524245,False,finalized,3,12/25/2020 12:59:06,somewhat_helpful,0.6735,,37919,قرأتها قبل عام. رواية والله جميلة جميلة جدا,4.0,pos_rating
2905524246,False,finalized,3,12/25/2020 12:59:53,somewhat_helpful,0.6735,,35881,فكرتها جديدة و حلوة اوي و اتخضيت من المفاجأة الاخيرة بس عجبتني أوي,5.0,pos_rating
2905524247,False,finalized,3,12/25/2020 12:59:53,helpful,0.6633,,58660,رواية غريبة ... جميلة. بالرغم من اني طول ما كنت بقراها بقول لنفسي هو فين البهجة دي يا عم علي !. الا اني اكتشفت انها فعلا مبهجة :)),5.0,pos_rating
2905524248,False,finalized,3,12/25/2020 12:59:53,helpful,1.0,,3975,غرقت في هذه الرواية اسبوع قراءة متقطعة ..كنت أتتبع أثر الفلبين والكويت بتسلط خلف الحروف. أدخلني السنعوسي بيوتهم وحياتهم اليومية كما تبدو لنا وكما تبدو لهم هم. لمحات أعجبتني .. أن تصدق الرواية كحقيقة ،فلسفة ساق البامبو ،الديوانية ،فايق عبدالجليل ،البدون ،إينانغ تشولينغ ،وصف الرقصات الشعبية ،وحديث خولة عن الكويت. ضاع تركيزي مني بالمنتصف كضياع عيسى بين وطنيه ،ولكن النهاية كانت مرضية ..مرضية جدا :),4.0,pos_rating
2905524249,False,finalized,3,12/25/2020 12:59:53,helpful,0.6633,,36936,النص الاول من الرواية كله هري و اسلوبه ركيك جدا ، عبارة عن حبة مشاهد رومانس من افلام اجنبي و فزلكة كتير جدا ،. النص التاني الصورة بتوضح اكتر و المرحلة الخامسة تستحق نجمة.و النهاية تستحق نجمة تانية و لو اني مش بالعاها اوي و حاساها مبالغة بس مفيش نهاية تانية كانت هتنفع.الجمل الي افتتح بيها كل مرحلة كانت اغلبها هري .العيبين الاساسين للرواية هما الغلطات اللغوية و النحوية زي (كانوا كاذبون)! و التحذلق و المبالغة ف الرومانس .بطريقة غير واقعيةعامة الرواية متستاهلش كل الهيصة دي و الحمدلله اني قريتها pdf,2.0,neg_rating
2905524250,False,finalized,3,12/25/2020 13:00:47,somewhat_helpful,0.6735,,27142,رواية ممتعة مسلية هادفة تحمل بعض الأفكار القيمة لكن تميل أحيانا إلى المثالية أكثر منها للواقعية,4.0,pos_rating
2905524251,False,finalized,3,12/25/2020 13:00:47,somewhat_helpful,0.6735,,52859,أول كتاب اتعلق بيه بالشكل ده لدرجة اني ما كنتش عاوزاه يخلص.. دمعت لما قتلوا شمس.. حسيت ان روحي اتسحبت مني، أو يمكن حبيت شمس، ما اعرفش.,5.0,pos_rating
2905524252,False,finalized,3,12/25/2020 13:00:47,helpful,1.0,,28578,"انا مش عارفه اقول ايه بجد ارواية روعه جدا, ماشاء الله يا خوله اسلوبك وتحفه وطريق سرد الاحداث كمان حلوة ومتناسقة, ان الحقيقه عمرى ما قرات عن الديانه المسيحية واليهودية وكنت اجهل معلومات كتير عنهم ولكن الروايه عرفتنى عليها, الدين لله والوطن للجميع ده اللى لازم نربى اولادنا عليه لان بجد التطرف والتعصب الدينى اصبح منتشر جدا وبقينا بنرة بعض على اتفه الاسباب, استمرى يا خوله و انا مستنيه عملك الجديد",5.0,pos_rating
2905524253,False,finalized,3,12/25/2020 13:00:47,helpful,0.6633,,8683,الرواية ذات حبكة درامية جميلة. تصلح فيلم سينمائى الى حد كبير لكن تحويلها لفيلم سينمائى عربى لن يتناسب مع الايحاءات الكثيرة. و ذلك تحويلها لفيلم غربى لن يظهر جزئية السحر و الشعوذة كما ينبغى. ولكن الفكرة اجمالا تصلح فيلم,4.0,pos_rating
2905524254,False,finalized,3,12/25/2020 13:01:22,somewhat_helpful,0.6735,,7551,رواية شيقة و ممتعة و النهاية غير متوقعة,5.0,pos_rating
2905524255,False,finalized,3,12/25/2020 13:01:22,somewhat_helpful,0.3367,,42865,الألفااااااظ اللي فى الرواية مفييييش فايدة -_-,3.0,neutral_ratings
2905524256,False,finalized,3,12/25/2020 13:01:22,helpful,0.6633,,46266,قرأت الكتاب في بدايه صدوره و قرأته مرا ثانيه و لم يتغير رأيي ، عولمة الرمز .,2.0,neg_rating
2905524257,False,finalized,3,12/25/2020 13:01:22,helpful,0.6633,,35159,سبب نجاح الرواية غالبا إنها بتتكلم عن العلاقات و ده اللى شاغل معظم الشباب و محيرهم فأقبلوا عليها زى المسلسلات التركى اللى مكسرة الدنيا. أو لإنها بيست سيلر فكله راح يشتريها عشان هي بيست سيلر، زى حالاتى كده أملا فى إنها تطلع حلوة جدا. الأسلوب ركيك بشكل غريب ولاحظته من أول فقرة لدرجة إنه أثر على أسلوبى فى الريفيو :D. تقريبا دار النشر معندهاش مصحح لغوى و الحاجات دى مش من أولوياتهم,2.0,neg_rating
2905524258,False,finalized,3,12/25/2020 13:02:28,helpful,1.0,,11798,"يحكم معظم الناس على الكتب بناءً على الغلاف، وهو الشائع. أما البعض الآخر ""مثلي أنا"" نحكم عليه من أول صفحاته؛ أسلوب الكتابة هو ما يجعلني أستمر في القراءة.. في هذه الرواية تحديداً، قرأت أول صفحاتها وشعرت كأنها تكملة لكتاب آخر، فالكاتب بدأ يسرد في الحكاية وكأن القارئ يعلم عمّا يتحدث.. توقفت عن القراءة ووضعت الكتاب جانبًا، استغربت كثيرًا لما تحصل علي هذا التقييم العالي؟ صحيح أن أذواق الناس تختلف، ولكن كل من أسأله وأقرأ منه عليه تجده يمدح فيه ويقول استمري في القراءة، إنها رائعة!. لم أُعرهم أي اهتمام، وقرأت عدة كتب أخرى، ولكن شاء القدر أن يجعلني أفكر فيه، و وجدت زميلة لي شجعتني على قرائته معي.. بدأت وتعمقت، و وقعت! هذا الكتاب من تلك الكتب الذي تجد نفسك تفكر فيها وتتساءل عليها، أحسست بأني فعلاً معهم، شعرت بالحزن الذي يشعرونه، بالفرح، باللاستياء، بل حتى بطعم الفطائر التى يأكلونها.. عشت معهم فرحهم وحزنهم، وما أكثـــــر حزنهم!. تبدأ الرواية بالجد وتنتهي بحفيد الحفيدة. فلكم أن تخيلوا كم من مواقف عشتها معهم.. أبدعت رضوى عاشور فيها، وبالتأكيد سأقرأ كل ما كتبته بإذن اللّه.",5.0,pos_rating
2905524259,False,finalized,3,12/25/2020 13:02:28,helpful,0.6633,,49387,من اروع ما قرأت .. رواية أسرت كل خلايا جسمي .. باختصار ابداع ?,5.0,pos_rating
2905524260,False,finalized,3,12/25/2020 13:02:28,helpful,1.0,,57374,وأنا بقرأ الكتاب ضحكت ، وبكيت ، انفعلت ، خفت ، فرحت. وعديت كلام كتير عشان اقرأ السطر اللي بعده بسرعة. ... فرحت أن صلاح مبطل ، والإتناشر خطوة ممكن يبقى سلوك لكل الناس ، وهبدأ أدور على الزمالة دي في مصر وأحضر لهم لو اجتماع واحد. شابووو. الرواية عظيمة. حرب بجد ... بس المشكلة الوحيدة أن مفيش مدمن هيقرأ !!. لازم الحكومة والمنظمات تهتم وتوصل للمدمن قبل ما يتحول مجرم,5.0,pos_rating
2905524261,False,finalized,3,12/25/2020 13:02:28,helpful,0.6633,,58297,رواية ممتعة الى حد كبير. محبطة شوية و احيانا مملة في كثرة التفاصيل السياسية. بس بشكل عام عجبني خيال الكاتب,4.0,pos_rating
2905524262,False,finalized,3,12/25/2020 13:03:07,somewhat_helpful,0.3367,,45901,كتاب جيد. بس بحسه صعب ما بعرف ليش يا سبحان الله,5.0,pos_rating
2905524263,False,finalized,3,12/25/2020 13:03:07,somewhat_helpful,0.6735,,41106,بالفعل المضمون نوعاً مأ مكرر لا جديد لكن الأسلوب يسحر ، اعتقد سر نجآح ماتكتبه اثير هو أسلوبهآ الي يشد ويجذب. تكآد تكون كاتبتي المُفضله والله ?,4.0,pos_rating
2905524264,False,finalized,3,12/25/2020 13:03:07,helpful,0.6633,,27498,أكثر من رائعة.. رأيت الديانات السماوية الثلاثة تتعايش و تتداخل تفاصيلها وتتصادم أحيانا ليعلو دين الحق في النهاية.. احزنتني ريما اليتيمة وبكيت لقسوة الايام عليها.. لكن أزالت اثر الحزن النهاية السعيدة,5.0,pos_rating
2905524265,False,finalized,3,12/25/2020 13:03:07,unrelated,1.0,,1785,!ما هي معايير البوكر؟,2.0,neg_rating
2905524266,False,finalized,3,12/25/2020 13:04:21,helpful,0.6633,,26904,اسم جذاب بس للاسف ملوش علاقه بالروايه خالص. عنصريه واضحه وشديده جداااا للاسلام. وبعدين ازاي روايه عن انثي عبريه مفيهاش اي تفاصيل عن حياة اليهود وعاداتهم وتقاليدهم. الروايه سطحيه جداااا ومتعصبه للاسف,2.0,neg_rating
2905524267,False,finalized,3,12/25/2020 13:04:21,not_helpful,0.6735,,21646,!كانت حقا مضيعة للوقت,1.0,neg_rating
2905524268,False,finalized,3,12/25/2020 13:04:21,helpful,0.6633,,46912,كتاب ذو لغة سهلة تجعلك تقرأ بانسيابية من دون أن تضطر للتعثر، يتألف من مجموعة مقالات في عدة جوانب من جوانب الحياة، عمد صاحبه لنقل بعض السلوكات التي شاهدها في المجتمع و أراد نقلها في قالب فني لتنبيه القارئ لضرورة إصلاحها.. كتاب قرأته في يومين، لكن بإمكانك أن تقرأه في يوم واحد فقط لأنك لا تشعر بمرور الوقت و أنت تطالع صفحاته. و مما ذكره الكاتب في هذا الكتاب عبارة جميلة يقول فيها: في بعض المجتمعات العربية، ينذر أن تجد من يقول لك أنت ناجح، و لكن من السهل أن تجد من يقول أنت مخطئ,3.0,neutral_ratings
2905524269,False,finalized,3,12/25/2020 13:04:21,not_helpful,0.6735,,12932,رحلة في الماضي الساكن في ذاكرتنا,4.0,pos_rating
2905524270,False,finalized,3,12/25/2020 13:05:07,helpful,0.6633,,47527,"الكتاب يعرض خواطر الكاتب في شكل مقالات, بعضها يتخذ شكل قصصي, و الآخر يتخذ شكل نصحي... قرائتي للكتاب لم تضيف لي جديدا بشكل مباشر, لكنها لم تضيع وقتي هباءا,. فبرغم اني لم أعجب بأسلوب الكاتب أو بالأحري لم يشدني,لكني تعرفت علي وجهة نظر جديدة و أضفت الي نفسي خبرة شخص, حتي لو أختلفت معه.. عجبتني جدا المقدمة.و عجبني أوي مقال:. "" مع باولو كويلو"". ""مسكين...لا يعرف انه قد مات"". ""ماذا لو نسينا تواريخ ميلادنا؟""",3.0,neutral_ratings
2905524271,False,finalized,3,12/25/2020 13:05:07,not_helpful,0.6735,,9813,صراع !!,5.0,pos_rating
2905524272,False,finalized,3,12/25/2020 13:05:07,somewhat_helpful,0.6735,,3826,جميلة جداً{?. من أجمل ما قرأت,5.0,pos_rating
2905524273,False,finalized,3,12/25/2020 13:05:07,somewhat_helpful,0.6735,,32020,مقدرتش اكمل الروايه من كم الابتذال اللى فيها حسيت انى بتفرج على فيلم حين ميسرة او الفرح,2.0,neg_rating
2905524274,False,finalized,3,12/25/2020 13:05:58,somewhat_helpful,0.6735,,1858,رواية تحفةو اتكلم فيها عن كذا قضية من غير ما اتوه او امل و حجمها صغير بجد الكتاب العرب مش واخدين حقهم معانا اصلا,4.0,pos_rating
2905524275,False,finalized,3,12/25/2020 13:05:58,helpful,0.6633,,42010,"فلّتغفري كان هذا عنوانها إللي شدّني! ومع الأسف إني انخذلّت بالنهاية :"" .. يااااه قدّ إيش البنات غبيّات! قدّ إيش ""عزيز"" حقير! قدّ إيش ""جمّان"" ساذجة.. قد إيش ""الخيانة"" شيء مره سهل بالنسبة للرجل العربي. ما حبيتها ابدًا.. وفيه كثير من الصفحات حسيت إنها مُجرد حروف نُسخت من:. ""أحببتُك أكثر مما ينبغي"" فقط. الشيء الجديد فيها يمكن ""ريّما"" اللي وجودها وعدمه ما كان بيفرّق كثير.. الجراءة اللي فيها ""بزيادة"" شوهّت معنى ""الحُب"". عمومًا كان شيء متوقع اللي بيصير.. مافيه نهاية! وهذا شيء مو جميل. النجمتيّن عشان هالجملة بس:. ""غارقةٌ أنتِ في خيبتكِ، وغارق أنا في معصيتي، لكنني أحبكِ يا جمانة، فاغفرّي!"". - بالمناسبة كرهت إسم ""عزيز"".",2.0,neg_rating
2905524276,False,finalized,3,12/25/2020 13:05:58,helpful,0.6633,,55364,امممم القصة حلوه بشكل عام - فكرة القصة عادية حسيتها. الاسلوب جميل اكيد الكاتبة اسلوبها معروف,3.0,neutral_ratings
2905524277,False,finalized,3,12/25/2020 13:05:58,helpful,0.6633,,7455,"ألرواية فى مجملها "" جميلة "" و المخزى منها وصلى بسهولة جداً ، كمان التشبيهات عميقة و بتخلى الواحد يدخل فى المشهد بدون ما يعيد قراءة الجمل .. بس التفصيل حاسّاه زاد شوية ولكنه لم يصل لمرحلة الملل :)",3.0,neutral_ratings
2905524278,False,finalized,3,12/25/2020 13:06:34,helpful,0.6633,,59257,أول قراءة للدكتور عز الدين شكري و إن شاء الله مش هتكون الأخيرة... رواية من احسن الروايات اللي قريتها بتحس فيها كأن الاحداث دي ماضي مش مستقبل ودا يبان جدا في النهاية كأنك بتقول للكاتب (ها وبعدين إيه اللي حصل في مصر؟ ) ... *البداية مشوقة جدا تخليك لازم تكملها للاخر وبعدين فترة مملة شوية لحد ثورة يناير ومن بعدها الأحداث تتسارع متقدرش تلاحقها و التسع سنين تعدي ومتحسش بيهم.. وبعدين النهاية اللي هي نفس البداية بس بعد ما تكون فهمت ايه اللي حصل وليه.... *من أوجه التميز في الرواية إنك تحس طول الوقت ان أحداث الرواية ممكن تحصل فعلا وانها مش مجرد مبالغات أو خيال من الكاتب وكمان ان ترتيب معظم الاحداث فيه منطقية شديدة ما عدا تدخل الجيش اللي كان هبحصل قبل كدة بكتير و احتلال سيناء لان إسرائيل عمرها ما هتستني علينا 8سنين. *طبعا واضحة الرسالة اللي في نهاية الرواية عن أهمية دور الشباب اللي هما الامل الوحيد لخروج مصر من ازمتها و تأثير عقلية السياسيين ( العواجيز) و الصراعات ما بين الاخوان والسلفيين واليساريين والعسكر في انها تسحب مصر لتحت.. وهو ده اللي لازم نستفيد منه علشان ميحصلش زي اللي في الرواية في السنين اللي جاية,5.0,pos_rating
2905524279,False,finalized,3,12/25/2020 13:06:34,helpful,0.6633,,45784,كتاب رائع بكل معنى الكلمة و اظن انه هيبقى مرجع مهم ف الفترة المقبلة خصوصا ف ظل انتشار الالحاد ف عالمنا العربى و لاقيت فيه اجوبة كثيرة لأسئلة كثيرة ليست ف عقل الملحد فقط ولكن ف عقل من يريد يعرف الله حقا,5.0,pos_rating
2905524280,False,finalized,3,12/25/2020 13:06:34,somewhat_helpful,0.3367,,22559,هيبا هو مثال للإنسان الحائر في دنيا الله بين الموروثات والعقل,5.0,pos_rating
2905524281,False,finalized,3,12/25/2020 13:06:34,helpful,0.6633,,55874,اعجبني حس الكاتبه ورقي كلماتها وجدت الكثير من سطور الروايه صالح الاقتباس,5.0,pos_rating
2905524282,False,finalized,3,12/25/2020 13:07:16,somewhat_helpful,0.6735,,61160,مؤلم هذا الكتاب حد الوجع ... يوغل في تفاصيل الم الفلسطيني ..بدقة,4.0,pos_rating
2905524283,False,finalized,3,12/25/2020 13:07:16,somewhat_helpful,0.6735,,61328,استمتعت بقراءة هذه الرواية ..... عايز اعرف روايات بتتكلم عن نفس الفترة دي اللي هي قبل ثورة 23 يوليو؟,4.0,pos_rating
2905524284,False,finalized,3,12/25/2020 13:07:16,helpful,0.6633,,35211,الرواية لطيفة سهلة و سلسة، و فيها فكرة. بس مشكلتي معاها إني كملتها لمجرد إني مابحبش أبدأ كتاب و ماكملهوش. و دة معناه إن عنصر التشويق عند محمد صادق كان ضعيف حبتين. لولا إني مابحبش أسيب حاجة مش مكتملة، ما كنتش وصلت للنهاية الملعوبة اللي كاتبها في الآخر. ممكن في رواياته القادمة إذا كان ناوي يكتب روايات فيها غموض إنه يحاول يقوي عنصر الإثارة اللي يخلي القارئ مشتاق يقلب الصفحة,3.0,neutral_ratings
2905524285,False,finalized,3,12/25/2020 13:07:16,somewhat_helpful,0.6735,,59611,أين تلك البهجة الغير متوقعة ؟!!!. أتمنى السينايرو اللى تخليه عز الدين ميحصلش فى الحقيقة !,4.0,pos_rating
2905524286,False,finalized,3,12/25/2020 13:08:05,helpful,0.6633,,39536,عايز تعيش فى فلسطين. طب بلاش دى عايز تعرف يعنى ايه فلسطين. يبقا أقرا الكتاب ده. الطنطوريه واحد من الكتب الى تاخد نوبل. لو قريته وفضلت زى ما انت وباصص لفلسطين نفس البصه الى كانت عندك قبل ما تقراه يبقا انت ما عندكش دم. حاولت انى ما اخلصهوش بجد حاولت انى اكون بطىء وانا ماسكه لأنه كتاب عظيم. (انت لو تخيلت يعنى ايه شخص بيقول الفتره بين الزياره والزياره لأولاده شاف (3 حروب ومذبحه. هو حد فينا يعرف يعنى ايه حرب او مذبحه او مجزره او مستوطنه غير من التليفزيون. --احنا اكرملنا اننا نموت نفسنا تكفيراَ عن تقصيرنا فى حقهم --. مرت عليا اوقات كنت متردد من موقفى من فلسطين ومش عارف ازعل ولا اعمل ايه. وعرفت جيران فلسطينين كرهونى فى عيشتى وكنت هعملهم محرقه بنفسى بس لو كان ده الى بيمروا بيه فى حياتهم اليوميه يبقا انا احط لسانى فى بقى وأخرس,5.0,pos_rating
2905524287,False,finalized,3,12/25/2020 13:08:05,not_helpful,0.6735,,59758,الأوطان لا تغادر أجسادهم حتى اللحظة الأخيرة لحظة الموت. ******. لقد تبعثر موتانا فى كل أرض وفى أحيان لم نكن ندرى أين نذهب بجثثهم والعواصم ترفض استقبالنا جثثاً كما ترفض استقبالنا أحياء. ******. السعيد سعيد الليل. والشقى شقى الليل. أما النهار فيشغل أصحابه. ******. تعود العرب أن يتأقلموا مع ما فرض عليهم !. ******. ما الذى يسلب الروح ألوانها ؟,4.0,pos_rating
2905524288,False,finalized,3,12/25/2020 13:08:05,helpful,0.6633,,55982,أعجبتني شخصية المرأة الثائرة على العادات و التقاليد المجحفة بحقهاو التي ليس لها أساس من الصحة .... أما الباقي .. لم أشعر بوجود أي حدث .. أو رواية تروى ... شعرت بنسخة مبتذلة بعض الشيء عن احلام مستغانمي ..,2.0,neg_rating
2905524289,False,finalized,3,12/25/2020 13:08:05,somewhat_helpful,0.6735,,54803,رواية توثق جريمة القرن بحق وطن جُرّد من هويته. بورك قلمك يا غسّان وبوركت روحك ??,5.0,pos_rating
2905524290,False,finalized,3,12/25/2020 13:08:38,somewhat_helpful,0.6735,,25249,المفضلة لدي حتى اشعار آخر ، رائعة رائعة رائعة ..,5.0,pos_rating
2905524291,False,finalized,3,12/25/2020 13:08:38,helpful,0.6633,,36794,طريقة السرد جميله ومختلفه خلتني اخلص الرواية كلها في ? ساعات متواصلة. الملخص:. احنا بنعيش زي بعض بس فاكرين نفسنا مختلفين وممكن نعيش كذا حكاية بس احنا بنكون مختلفين ايوه احنا بس مش نفس الشخص في كل حكاية.. كلنا في نفس الدايره بس بيختلف قطرها من واحد للتاني,4.0,pos_rating
2905524292,False,finalized,3,12/25/2020 13:08:38,helpful,1.0,,1516,"سامحك الله يا سعود السنعوسي لقد افسدت علي اي كتاب او رواية حاولت قرائتها بعدما قرأت روايتك.. ""رائعة"".. هو اقل مايقال عن هذه الرواية.. ولو لم تحز على جائزة البوكر العربية لكانت اهانة لك ولروايتك. احسست طوال الرواية انك لا تتحدث عن الكويت فحسب، بل عن مصر ايضا وربما بعض الدول العربية الأخرى حيث العصبية والعادات والتقاليد الخاطئة -او على اقل التقدير الغريبة- والتي تمنعنا من المضي قدما نحو مجتمع راقٍ لا فرق فيه بين فرد واخر الا بالعلم والعمل.. بداية الكتاب أكثر من رائعة، بعد ان قرأت المقدمة قمت بالبحث على الإنترنت عن ابراهيم وعيسى لأدرك انهما شخصيان خياليان. لقد خدعتني ولكني احببت ما فعلت كثيرا لأنه اضفى كثيرا من الواقعية على الاحداث.. اخيرا اتمنى لبلدينا الكويت ومصر دوام التوفيق. وان تستمر في الكتابة أرجوك، فنحن في امس الحاجة إلى ذلك.",5.0,pos_rating
2905524293,False,finalized,3,12/25/2020 13:08:38,helpful,1.0,,65121,اربع كلمات .. تحفة فنية متكاملة الاركان !. ملحمة البحث عن الذات والحقيقة ، شخصيات رسمت بحرفيه شديدة ، سبر رائع لنفسيات أبطال الرواية ، وتتابع ممتع ومشوق للأحداث ، لم أشعر بلحظة ملل واحدة طوال السبعمائة صفحة ( خمسمائة فقط في النسخة الورقية) ، سوف أقرأها مرة أخرى بالتأكيد !. كانت تجربتي الأولى لمحمد المنسي قنديل ولن تكون الأخيرة ان شاء الله,5.0,pos_rating
2905524294,False,finalized,3,12/25/2020 13:09:14,helpful,1.0,,2279,سااااااااافرت معك يا سنعوسى ... وعيشت فى كوكب آخر وحزنت عندما انهيت هذه الرائعة .... للمره الأولى اشعر اني غير قادرة عن وصف كتاب قرأته تتداخل الكلمات والمعلومات والأحرف لا استطيع تجميعها سوياً!!. من شدة اعجابي بهذه الرواية وبأبداع هذا الكاتب التي أسرتني كلماته!. بالمختصر رواية تفوق الوصف رائعة من جميع الجوانب ..من اكثر الروايات التي استمتعت بقرائتها .... تستحق البوكر بكل جدارة!. ابداع بأنامل سعود السنعوسي!,5.0,pos_rating
2905524295,False,finalized,3,12/25/2020 13:09:14,helpful,0.6633,,46118,تسمية الكتاب خاطئة. المادة جدلية فمن الخطأ إعتبارها حوار!. أسلوب الكاتب يوحي بأنه يحاور عدو وليس صديق!. يجدر به تسميته : جدال مع عدوي الملحد.. بالإضافة إلي أن محاولاته لدحض تساؤلات الملحد. بقال الله ورسوله غبية جداً. كيف يجادل ملحد بآيات الله. إن كان الملحد لا يؤمن بالله فكيف سيَؤمن بآياته!. بشكل عام الكتاب لا يستحق القراءة. مجرد هراء ..,1.0,neg_rating
2905524296,False,finalized,3,12/25/2020 13:09:14,somewhat_helpful,1.0,,3683,ما أصعب أن يلفضك وطن توهم نفسك أنك تنتمي إليه وهو لا يعترف بوجودك مهما حاولت !.. خوسيه أو عيسى العربي في الفلبين ، الفلبيني في الكويت تجرع الألم / الظلم / العنصرية من كأس لم يملأها بنفسه ، وإنما كان ضحية رضوخ والده لرغبة جدته في التخلي عنه مادام ليس سوى شيئ أتى من زواج باطل من خادمة فليبينية لا قيمة لها، يسئ لسمعة العائلة العريقة ويمرغها في التراب .,4.0,pos_rating
2905524297,False,finalized,3,12/25/2020 13:09:14,somewhat_helpful,0.3367,,17339,توصيف دقيق للمشاعر,3.0,neutral_ratings
2905524298,False,finalized,3,12/25/2020 13:09:57,helpful,1.0,,50205,"اخر مكالمتين لها مع رجل كاميليا و اعجابها به و فضولها الذى اجبرها على مكالمته ثانية ,, جعلانى اشر ان قضية الكتاب باطلة من البداية فهذا الكتاب من الاصل نصاثح لكاميليا .. لماذا !!. حتى تنسى ذلك الردل الذى اسرك يا احلام بمجرد كلمات على الهاتف الذى استخدمتيه طوال كتابك اتنسى به كاميليا و كأن زيارتك لها فى الكوافير عمل صبيانى شعرت فيه بالغيرة منك .. بحسرتك انكى لم تعلمى التفاصيل منها اولا باولا و ان تأخذ رأيك فى تفاصيها و ذهبتى لتعكرى عليها فرحتها و تدعيها فى حيرة من اعترافك لها بانه رجل الفيل و فى الوقت ذاته تمضيها تعهد نسيانه !!. فكلمة السر حتى تنسى المرأة هى رجل تركها هى. كبريائها ,, فكبرياء المرأة على ما اعتقد يجعلها تنسى و تدهس اى شئ و لكنه اعتقد قد يكون مفيد لمن خبراتهن فى الحياة قليلة او من تتطلق هى عليهن الغبيات ,, لا اعلم هل احلام متحاملة على الرجال ام هم هكذا !! لا اعلم و لكنى متأكدة من هم هكذا فعلاً بهذه الصفات العيان و لكن سيان من النشاء و الرجال و لكن فى الجميع الاحوال ادعو الله ان يبعد عن كل فتاة مثل هذا النموذج من الرجال .. فقلوبنا لا تحتمل كل هذا الغدر :). و فى جميع الاجوال عليكى ايتها الانثى بكبريائك ... اياكى ان تخسريه من اجل اى شخص ;)",1.0,neg_rating
2905524299,False,finalized,3,12/25/2020 13:09:57,helpful,1.0,,8006,الفيل الازرق .. رواية مبدعة بتعبر عن خيال خصب متجدد وكاتب ذكي بيطور من نفسه ومن اسلوبه ولغة شبابية قريبة ومحببه من النفس,3.0,neutral_ratings
2905524300,False,finalized,3,12/25/2020 13:09:57,not_helpful,0.6633,,54338,الحقيقة دوما صادمة، و صدمة الرحيل أكبر، فكيف بعائد إلى حيفا بعد نفيه. بعد أن مزقوا كل ممزق، هذه من الشيء الكثير عائلة واحدة و قصة، القضية و الوطنية.,4.0,pos_rating
2905524301,False,finalized,3,12/25/2020 13:09:57,helpful,0.6633,,10620,"موجعه كانت. رغم ادراكى لسقوط الاندلس منذ لكثر من 500عام الا اننى تمنيت مع كل صفحه ان ياتى العون من العرب والمسلمين ولكن عبثا تمنيت. ""والله يا اخى ما يعذبنى اكثر من السؤال :اين ذهب العرب والمسلمون ؟"". فى الحقيقه لم اجد اقسى من المحاولات المستميته من دوله الروم ليس فقط الاستيلاء على البلاد وخيرها ولكن محو هويه اهلها بهذه الوحشيه والقسوه لم يعد لهم من الدين الا ما خبؤه فى اعماق قلوبهم خفيه. ""ما الذي يضير الملك ان كفنو ذويهم او لا "". هل هددت الكتب عرش الملك فاحرقوها!!. ولكن كمدا احرقوها. فقط نادمه انى اجلت قراءتهايوما ما. ....... الشخصيات فى الروايه رائعه وحلاوه اسم مريمه تكفى. ...... ربمالا يتفق معى البعض ولكنى وجتهاممطوط بعض الشئ ولكن مازالت جميله :)",5.0,pos_rating
2905524302,False,finalized,3,12/25/2020 13:10:29,somewhat_helpful,1.0,,5651,"مش هقول غير إنها ""تحفة"" !. برغم ان فيها حاجات مش كويسة كتير",5.0,pos_rating
2905524303,False,finalized,3,12/25/2020 13:10:29,helpful,0.6633,,54539,"عائد الى وجع والم وقهر ... الوجع فى ""اشعر اننى اعرفها وانها تنكرنى"". الالم "" ان الانسان هو فى نهاية الامر قضية "". "" الدموع لاتسترد المفقودين ولا الضائعين ولا تجترح المعجزات"". ""مرة تقولون ان اخطاءنا تبرر اخطاءكم ... ومرة تقولون ان الظلم لا يصحح ظلم اخر... تستخدمون المنطق الاول لتبرير وجودكم هنا..والمنطق الثانى لتتجنوا العقاب الذى تستحقونه"". القهر "" الوطن هو الا يحدث ذلك كله"". ""لقد اخطأنا حين اعتبرنا ان الوطن هو الماضى فقط"". ويعود بالامل "" الوطن هو المستقبل"". ""تستطيعان البقاء مؤقتا فى بيتنا فذلك شئ تحتاج تسويته الى حرب""",5.0,pos_rating
2905524304,False,finalized,3,12/25/2020 13:10:29,somewhat_helpful,0.3367,,65498,ذرّة من االإخلاص خير من قناطير من الكتب - مطفى محمود,4.0,pos_rating
2905524305,False,finalized,3,12/25/2020 13:10:29,somewhat_helpful,1.0,,40218,نفس البؤس .. نسخة أخرى من أحببتك أكثر مما ينبغى لكن على لسان عبدالعزيز .. شىء ممل محستلوش فايدة .. مشاعر مستفزة لنفسية تكاد تكون مريضة .. موش هعيد نفس الريفيو بتاع أحببتك أكثر مما ينبقى !!,1.0,neg_rating
